Drug Name,CAS,smiles,DockingScore
Triptorelin pamoate,124508-66-3,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,-8.4
Flucloronide,3693-39-8,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)C(Cl)CC3(C)[C@@]2(O1)C(=O)CO,-8.4
Daclatasvir dihydrochloride,-,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC.Cl.Cl,-8.4
Epirubicin hydrochloride,56390-09-1,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,-8.4
Ibrutinib (PCI-32765),936563-96-1,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,-8.4
Ezetimibe,163222-33-1,O[C@@H](CC[C@@H]1[C@H](N(C1=O)c2ccc(F)cc2)c3ccc(O)cc3)c4ccc(F)cc4,-8.4
Mifepristone,84371-65-3,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,-8.4
Digoxin,20830-75-5,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,-8.3
Glimepiride,93479-97-1,CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)[S](=O)(=O)NC(=O)NC3CCC(C)CC3)C1=O,-8.3
Sonidegib,956697-53-3,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F,-8.3
CID 60150249,-,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,-8.3
Eribulin,253128-41-5,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,-8.3
Apixaban,503612-47-3,COc1ccc(cc1)n2nc(C(N)=O)c3CCN(C(=O)c23)c4ccc(cc4)N5CCCCC5=O,-8.3
Enasidenib,1446502-11-9,CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O,-8.3
Raltegravir,518048-05-0,CN1C(=O)C(=O)\C(N=C1C(C)(C)NC(=O)c2oc(C)nn2)=C(\O)NCc3ccc(F)cc3,-8.3
(R)-(+)-Tolvaptan,331947-66-1,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,-8.3
Danazol,17230-88-5,C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,-8.3
Etravirine,269055-15-4,Cc1cc(cc(C)c1Oc2nc(Nc3ccc(cc3)C#N)nc(N)c2Br)C#N,-8.3
Ezetimibe,163222-33-1,O[C@@H](CC[C@@H]1[C@H](N(C1=O)c2ccc(F)cc2)c3ccc(O)cc3)c4ccc(F)cc4,-8.3
Bexarotene,153559-49-0,Cc1cc2c(cc1C(=C)c3ccc(cc3)C(O)=O)C(C)(C)CCC2(C)C,-8.3
Prazosin,19216-56-9,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,-8.3
Spinosyn D,131929-63-0,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,-8.3
Abiraterone,154229-19-3,C[C@]12CC[C@H](O)CC1=CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC=C4c5cccnc5,-8.3
Sancuso,109889-09-0,[Cl-].CN1[C@@H]2CCC[C@H]1CC(C2)NC(=O)c3nn(C)c4ccccc34.[H+],-8.3
Hesperidin,520-26-3,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,-8.3
Talampicillin,47747-56-8,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC4OC(=O)c5ccccc45,-8.3
Lurasidone hydrochloride,367514-88-3,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O.Cl,-8.3
Dexamethasone isonicotinate,2265-64-7,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C5=CC=NC=C5)O)C)O)F)C,-8.3
Dihydroergocristine,17479-19-5,CC(C)C1(NC(=O)C2CC3C(Cc4c[nH]c5cccc3c45)N(C)C2)OC6(O)C7CCCN7C(=O)C(Cc8ccccc8)N6C1=O,-8.3
Cefoperazone,62893-19-0,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O,-8.3
Daunorubicin hydrochloride,23541-50-6,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl,-8.3
Rifaximin,80621-81-4,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)/C)c5n6ccc(C)cc6nc5c4c3C2=O,-8.3
Amphotericin B,1397-89-3,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,-8.3
Sunitinib,557795-19-4,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,-8.3
"Doxazosin, (R)-",70918-17-1,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,-8.2
"Doxazosin, (S)-",104874-86-4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,-8.2
Ombitasvir,1258226-87-7,CC(C)C(C(=O)N1CCCC1C(=O)NC2=CC=C(C=C2)C3CCC(N3C4=CC=C(C=C4)C(C)(C)C)C5=CC=C(C=C5)NC(=O)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,-8.2
Voxilaprevir,1535212-07-7,CCC1C2CN(C1C(=O)NC3(CC3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)C(NC(=O)OC5CC5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C,-8.2
Daclatasvir,1009119-64-5,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,-8.2
Zafirlukast,107753-78-6,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)OC4CCCC4)cc23)C(=O)N[S](=O)(=O)c5ccccc5C,-8.2
Regorafenib,755037-03-7,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,-8.2
Drospirenone,67392-87-4,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7,-8.2
Eluxadoline,864821-90-9,CC1=CC(=CC(=C1CC(C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)C(C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N,-8.2
Dasabuvir,1132935-63-7,CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O,-8.2
Natamycin,7681-93-8,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,-8.2
"(1R,3S,5R,7R,8E,12R,14E,16E,18E,20E,22R,24S,25R,26S)-22-[(2S,3S,4S,5S,6R)-4-Amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy-1,3,26-trihydroxy-12-methyl-10-oxo-6,11,28-trioxatricyclo[22.3.1.05,7]octacosa-8,14,16,18,20-pentaene-25-carboxylic acid",7681-93-8,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,-8.2
Daunorubicin,20830-81-3,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,-8.2
"(S,R,R,S)-Nebivolol",-,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,-8.2
"(1R)-1-[(2S)-6-Fluoro-3,4-dihydro-2H-chromen-2-yl]-2-[[(2S)-2-[(2R)-6-fluoro-3,4-dihydro-2H-chromen-2-yl]-2-hydroxyethyl]amino]ethanol",-,O[C@@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]3CCc4cc(F)ccc4O3,-8.2
(-)-Nebivolol,118457-14-0,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,-8.2
Indacaterol,312753-06-3,CCc1cc2CC(Cc2cc1CC)NCC(O)c3ccc(O)c4NC(=O)C=Cc34,-8.2
Gentian violet cation,7438-46-2,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C,-8.2
Bifonazole,60628-96-8,c1ccc(cc1)C(n2ccnc2)c3ccc(cc3)c4ccccc4,-8.2
Daunorubicin hydrochloride,23541-50-6,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O.Cl,-8.2
Ddavp,16679-58-6,O.O.O.CC(O)=O.NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc3ccc(O)cc3)NC(=O)CCSSCC(NC(=O)C(CC(N)=O)NC1=O)C(=O)N4CCCC4C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O,-8.2
Trioxsalen,3902-71-4,Cc1oc2c(C)c3OC(=O)C=C(C)c3cc2c1,-8.2
Nadide,53-84-9,O.NC(=O)c1ccc[n+](c1)[C@H]2O[C@@H](CO[P]([O-])(=O)O[P](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@H](O)[C@@H]2O,-8.2
Cobimetinib,934660-93-2,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,-8.2
Drospirenone,67392-87-4,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7,-8.2
Ivermectin,70288-86-7,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2.CO[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O)O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]\%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C/C=C%10C)O[C@@]%14(CC[C@H](C)[C@H](O%14)C(C)C)C%13)[C@]%11%12O)C,-8.2
Sitagliptin,486460-32-6,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F.O[P](O)(O)=O,-8.2
Eplerenone,107724-20-9,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]34O[C@@H]3C[C@@]5(C)[C@@H](CC[C@@]56CCC(=O)O6)[C@H]14,-8.2
Ibrutinib,936563-96-1,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,-8.1
CID 99117258,-,CC1(C2CCC1(C(=O)C2=CC3=CC=C(C=C3)C=C4C5CCC(C4=O)(C5(C)C)CS(=O)(=O)O)CS(=O)(=O)O)C,-8.1
Edoxaban,480449-70-5,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,-8.1
(R)-Indapamide,77083-52-4,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,-8.1
Axitinib,319460-85-0,CNC(=O)c1ccccc1Sc2ccc3c([nH]nc3\C=C\c4ccccn4)c2,-8.1
Celecoxib,169590-42-5,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)[S](N)(=O)=O)C(F)(F)F,-8.1
"(1R)-1-[(2S)-6-Fluoro-3,4-dihydro-2H-chromen-2-yl]-2-[[(2S)-2-[(2S)-6-fluoro-3,4-dihydro-2H-chromen-2-yl]-2-hydroxyethyl]amino]ethanol",-,O[C@@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@@H]3CCc4cc(F)ccc4O3,-8.1
"(1R,3S,5Z)-5-[(2E)-2-[(1R,3As,7aR)-1-[(Z,2R,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",-,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,-8.1
Fluocinolone acetonide,67-73-2,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C,-8.1
"(1R)-1-[(2R)-6-Fluoro-3,4-dihydro-2H-chromen-2-yl]-2-[[(2S)-2-[(2S)-6-fluoro-3,4-dihydro-2H-chromen-2-yl]-2-hydroxyethyl]amino]ethanol",-,O[C@@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]3CCc4cc(F)ccc4O3,-8.1
"1-[[5-(4-Nitrophenyl)furan-2-yl]methylideneamino]imidazolidine-2,4-dione",-,[O-][N+](=O)c1ccc(cc1)c2oc(cc2)C=NN3CC(=O)NC3=O,-8.1
Nitisinone,104206-65-7,[O-][N+](=O)c1cc(ccc1C(=O)C2C(=O)CCCC2=O)C(F)(F)F,-8.1
Mifepristone,84371-65-3,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,-8.1
"1-Benzyl-4-[(5,6-dimethoxy-1-indanon-2-YL)methyl]piperidine",-,COc1cc2CC(CC3CCN(CC3)Cc4ccccc4)C(=O)c2cc1OC,-8.1
Rocuronium,143558-00-3,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCOCC5)[N+]6(CCCC6)CC=C,-8.1
Ivermectin,71827-03-7,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2.CO[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O)O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]\%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C/C=C%10C)O[C@@]%14(CC[C@H](C)[C@H](O%14)C(C)C)C%13)[C@]%11%12O)C,-8.1
Mizolastine,108612-45-9,CN(C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4)C5=NC=CC(=O)N5,-8.1
Bisbentiamine,2667-89-2,Cc1ncc(CN(C=O)C(\C)=C(/CCOC(=O)c2ccccc2)SSC(/CCOC(=O)c3ccccc3)=C(\C)N(Cc4cnc(C)nc4N)C=O)c(N)n1,-8.1
Pirenoxine,1043-21-6,OC(=O)C1=CC(=O)C2=C(N1)C(=O)C=C3Oc4ccccc4N=C23,-8.1
Oxytetracycline hydrochloride,2058-46-0,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,-8.1
Rolitetracycline,751-97-3,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NCN5CCCC5)C1=O,-8.1
Everolimus,159351-69-6,CO[C@@H]1C[C@@H](CC[C@H]1OCCO)C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)/[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C/C=C(C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC,-8.1
Chlorhexidine dihydrochloride,3697-42-5,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.Cl.Cl,-8.1
Doxorubicin Hydrochloride,25316-40-9,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,-8.1
Azelastine hydrochloride,37932-96-0,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl,-8.1
Maraviroc,376348-65-1,CC(C)c1nnc(C)n1C2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)c5ccccc5,-8.1
Darifenacin HBr,133099-07-7,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5.Br,-8.1
Axitinib,319460-85-0,CNC(=O)c1ccccc1Sc2ccc3c([nH]nc3\C=C\c4ccccn4)c2,-8.1
Doxorubicin hydrochloride,25316-40-9,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,-8.1
Dicumarol,66-76-2,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,-8.1
Fluocinolone acetonide,67-73-2,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C,-8.1
Azelastine,58581-89-8,CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,-8.1
Saquinavir,127779-20-8,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(N)=O)NC(=O)c4ccc5ccccc5n4,-8
Terconazole,67915-31-5,CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2,-8
Dolutegravir,1051375-16-6,CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,-8
CID 92328104,-,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)O)C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)O)C=CC6=CC=CC=C65)(C)C)C,-8
Rifapentina,61379-65-5,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,-8
Trabectedin,114899-77-3,COc1cc2c(CCN[C@]23CS[C@H]4[C@H]5[C@@H]6N(C)[C@@H](Cc7cc(C)c(OC)c(O)c67)[C@H](O)N5[C@@H](COC3=O)c8c9OCOc9c(C)c(OC(C)=O)c48)cc1O,-8
Aprepitant,170729-80-3,C[C@@H](O[C@@H]1OCCN(CC2=NC(=O)NN2)[C@@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,-8
Flibanserin,167933-07-5,FC(F)(F)c1cccc(c1)N2CCN(CC2)CCN3C(=O)Nc4ccccc34,-8
(S)-Azelastine,143228-85-7,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,-8
Olmesartan,144689-24-7,CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4)C(O)=O)C(C)(C)O,-8
Atovaquone,94015-53-9,OC1=C(C2CCC(CC2)c3ccc(Cl)cc3)C(=O)C(=O)c4ccccc14,-8
(R)-Meclizine,189298-48-4,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,-8
Ziprasidone,146939-27-7,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,-8
Isavuconazole,241479-67-4,C[C@@H](c1scc(n1)c2ccc(cc2)C#N)[C@](O)(Cn3cncn3)c4cc(F)ccc4F,-8
Pemetrexed,137281-23-3,NC1=NC(=O)c2c(CCc3ccc(cc3)C(=O)N[C@H](CCC(O)=O)C(O)=O)c[nH]c2N1,-8
Ulipristal,159811-51-5,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,-8
(-)-Mefloquine,51742-87-1,O[C@H]([C@H]1CCCCN1)c2cc(nc3c2cccc3C(F)(F)F)C(F)(F)F,-8
Mestranol,72-33-3,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,-8
Nabilone,51022-71-0,CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(=O)CC[C@H]3C(C)(C)Oc2c1,-8
Iloperidone,133454-47-4,COc1cc(ccc1OCCCN2CCC(CC2)c3noc4cc(F)ccc34)C(C)=O,-8
CID 124935779,-,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=NO)CCC34,-8
Silibinin,22888-70-6,COc1cc(ccc1O)C2Oc3cc(ccc3OC2CO)C4Oc5cc(O)cc(O)c5C(=O)C4O,-8
Tolvaptan,150683-30-0,Cc1ccccc1C(=O)Nc2ccc(c(C)c2)C(=O)N3CCC[C@@H](O)c4cc(Cl)ccc34,-8
Flavoxate hydrochloride,3717-88-2,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4.Cl,-8
Rifamycin,6998-60-3,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)/C)cc(O)c4c3C2=O,-8
Candesartan cilexetil,145040-37-5,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,-8
Lynestrenol,52-76-6,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-8
Nicergoline,27848-84-6,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc4cn(C)c5cccc2c45,-8
Glibornuride,26944-48-9,Cc1ccc(cc1)[S](=O)(=O)NC(=O)NC2C(O)C3(C)CCC2C3(C)C,-8
Terfenadine,50679-08-8,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,-8
Triamcinolone acetonide,76-25-5,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,-8
Temsirolimus,162635-04-3,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,-8
Lansoprazole,103577-45-3,Cc1c(C[S](=O)c2[nH]c3ccccc3n2)nccc1OCC(F)(F)F,-8
Avanafil,330784-47-9,COc1ccc(CNc2nc(ncc2C(=O)NCc3ncccn3)N4CCC[C@H]4CO)cc1Cl,-8
Daclatasvir dihydrochloride,1009119-65-6,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC.Cl.Cl,-8
Rifapentine,61379-65-5,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=C(NC(=O)C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)\C)C(=C/NN5CCN(CC5)C6CCCC6)\C(=O)c4c3C2=O)O,-8
Triamcinolone acetonide,76-25-5,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,-8
